model,horizon_step,horizon,actual_low,pred_low,TP,FP,FN,TN,precision,recall,f1_score,scenario,fold,seed
Raw_LSTM__fold0__seed2024,2,30 min,91,104,67,37,24,652,0.6442307692307693,0.7362637362637363,0.6871794871794872,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed2024,3,45 min,91,116,72,44,19,645,0.6206896551724138,0.7912087912087912,0.6956521739130435,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed2024,4,60 min,91,103,68,35,23,654,0.6601941747572816,0.7472527472527473,0.7010309278350515,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed99,1,15 min,92,109,73,36,19,652,0.6697247706422018,0.7934782608695652,0.7263681592039801,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,2,30 min,91,116,71,45,20,644,0.6120689655172413,0.7802197802197802,0.6859903381642513,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,3,45 min,91,107,67,40,24,649,0.6261682242990654,0.7362637362637363,0.6767676767676768,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,4,60 min,91,129,74,55,17,634,0.5736434108527132,0.8131868131868132,0.6727272727272727,Raw_LSTM,0,99
Raw_GRU__fold0__seed42,1,15 min,92,146,82,64,10,624,0.5616438356164384,0.8913043478260869,0.6890756302521008,Raw_GRU,0,42
Raw_GRU__fold0__seed42,2,30 min,91,147,79,68,12,621,0.5374149659863946,0.8681318681318682,0.6638655462184874,Raw_GRU,0,42
Raw_GRU__fold0__seed42,3,45 min,91,129,77,52,14,637,0.5968992248062015,0.8461538461538461,0.7,Raw_GRU,0,42
Raw_GRU__fold0__seed42,4,60 min,91,122,72,50,19,639,0.5901639344262295,0.7912087912087912,0.676056338028169,Raw_GRU,0,42
Raw_GRU__fold0__seed7,1,15 min,92,142,80,62,12,626,0.5633802816901409,0.8695652173913043,0.6837606837606838,Raw_GRU,0,7
Raw_GRU__fold0__seed7,2,30 min,91,139,80,59,11,630,0.5755395683453237,0.8791208791208791,0.6956521739130435,Raw_GRU,0,7
Raw_GRU__fold0__seed7,3,45 min,91,137,75,62,16,627,0.5474452554744526,0.8241758241758241,0.6578947368421053,Raw_GRU,0,7
Raw_GRU__fold0__seed7,4,60 min,91,137,75,62,16,627,0.5474452554744526,0.8241758241758241,0.6578947368421053,Raw_GRU,0,7
Raw_GRU__fold0__seed123,1,15 min,92,127,75,52,17,636,0.5905511811023622,0.8152173913043478,0.684931506849315,Raw_GRU,0,123
Raw_GRU__fold0__seed123,2,30 min,91,95,62,33,29,656,0.6526315789473685,0.6813186813186813,0.6666666666666666,Raw_GRU,0,123
Raw_GRU__fold0__seed123,3,45 min,91,101,61,40,30,649,0.6039603960396039,0.6703296703296703,0.6354166666666666,Raw_GRU,0,123
Raw_GRU__fold0__seed123,4,60 min,91,121,69,52,22,637,0.5702479338842975,0.7582417582417582,0.6509433962264151,Raw_GRU,0,123
Raw_GRU__fold0__seed2024,1,15 min,92,137,83,54,9,634,0.6058394160583942,0.9021739130434783,0.7248908296943232,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,2,30 min,91,136,80,56,11,633,0.5882352941176471,0.8791208791208791,0.7048458149779736,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,3,45 min,91,144,80,64,11,625,0.5555555555555556,0.8791208791208791,0.6808510638297872,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,4,60 min,91,150,79,71,12,618,0.5266666666666666,0.8681318681318682,0.6556016597510373,Raw_GRU,0,2024
Raw_GRU__fold0__seed99,1,15 min,92,143,81,62,11,626,0.5664335664335665,0.8804347826086957,0.6893617021276596,Raw_GRU,0,99
Raw_GRU__fold0__seed99,2,30 min,91,126,73,53,18,636,0.5793650793650794,0.8021978021978022,0.6728110599078341,Raw_GRU,0,99
Raw_GRU__fold0__seed99,3,45 min,91,149,82,67,9,622,0.5503355704697986,0.9010989010989011,0.6833333333333333,Raw_GRU,0,99
Raw_GRU__fold0__seed99,4,60 min,91,142,80,62,11,627,0.5633802816901409,0.8791208791208791,0.6866952789699571,Raw_GRU,0,99
LSTM_Suitability__fold0__seed42,1,15 min,92,157,83,74,9,614,0.5286624203821656,0.9021739130434783,0.6666666666666666,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,2,30 min,91,147,81,66,10,623,0.5510204081632653,0.8901098901098901,0.680672268907563,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,3,45 min,91,134,76,58,15,631,0.5671641791044776,0.8351648351648352,0.6755555555555556,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,4,60 min,91,145,79,66,12,623,0.5448275862068965,0.8681318681318682,0.6694915254237288,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed7,1,15 min,92,130,76,54,16,634,0.5846153846153846,0.8260869565217391,0.6846846846846847,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,2,30 min,91,125,71,54,20,635,0.568,0.7802197802197802,0.6574074074074074,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,3,45 min,91,127,69,58,22,631,0.5433070866141733,0.7582417582417582,0.6330275229357798,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,4,60 min,91,136,74,62,17,627,0.5441176470588235,0.8131868131868132,0.6519823788546255,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed123,1,15 min,92,121,77,44,15,644,0.6363636363636364,0.8369565217391305,0.7230046948356808,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,2,30 min,91,109,70,39,21,650,0.6422018348623854,0.7692307692307693,0.7,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,3,45 min,91,119,72,47,19,642,0.6050420168067226,0.7912087912087912,0.6857142857142857,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,4,60 min,91,120,73,47,18,642,0.6083333333333333,0.8021978021978022,0.6919431279620853,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed2024,1,15 min,92,100,67,33,25,655,0.67,0.7282608695652174,0.6979166666666666,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,2,30 min,91,84,61,23,30,666,0.7261904761904762,0.6703296703296703,0.6971428571428572,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,3,45 min,91,101,65,36,26,653,0.6435643564356436,0.7142857142857143,0.6770833333333334,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,4,60 min,91,107,67,40,24,649,0.6261682242990654,0.7362637362637363,0.6767676767676768,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed99,1,15 min,92,116,76,40,16,648,0.6551724137931034,0.8260869565217391,0.7307692307692307,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,2,30 min,91,115,70,45,21,644,0.6086956521739131,0.7692307692307693,0.6796116504854369,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,3,45 min,91,134,74,60,17,629,0.5522388059701493,0.8131868131868132,0.6577777777777778,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,4,60 min,91,125,72,53,19,636,0.576,0.7912087912087912,0.6666666666666666,LSTM_Suitability,0,99
LSTM_Excursion__fold0__seed42,1,15 min,92,158,83,75,9,613,0.5253164556962026,0.9021739130434783,0.664,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,2,30 min,91,154,81,73,10,616,0.525974025974026,0.8901098901098901,0.6612244897959184,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,3,45 min,91,137,76,61,15,628,0.5547445255474452,0.8351648351648352,0.6666666666666666,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,4,60 min,91,151,79,72,12,617,0.5231788079470199,0.8681318681318682,0.6528925619834711,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed7,1,15 min,92,114,73,41,19,647,0.6403508771929824,0.7934782608695652,0.7087378640776699,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,2,30 min,91,123,72,51,19,638,0.5853658536585366,0.7912087912087912,0.6728971962616822,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,3,45 min,91,126,73,53,18,636,0.5793650793650794,0.8021978021978022,0.6728110599078341,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,4,60 min,91,136,75,61,16,628,0.5514705882352942,0.8241758241758241,0.6607929515418502,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed123,1,15 min,92,125,79,46,13,642,0.632,0.8586956521739131,0.728110599078341,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,2,30 min,91,117,74,43,17,646,0.6324786324786325,0.8131868131868132,0.7115384615384616,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,3,45 min,91,112,72,40,19,649,0.6428571428571429,0.7912087912087912,0.7093596059113301,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,4,60 min,91,112,71,41,20,648,0.6339285714285714,0.7802197802197802,0.6995073891625616,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed2024,1,15 min,92,122,78,44,14,644,0.639344262295082,0.8478260869565217,0.7289719626168224,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,2,30 min,91,108,69,39,22,650,0.6388888888888888,0.7582417582417582,0.6934673366834171,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,3,45 min,91,126,75,51,16,638,0.5952380952380952,0.8241758241758241,0.6912442396313364,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,4,60 min,91,133,76,57,15,632,0.5714285714285714,0.8351648351648352,0.6785714285714286,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed99,1,15 min,92,123,76,47,16,641,0.6178861788617886,0.8260869565217391,0.7069767441860465,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,2,30 min,91,120,70,50,21,639,0.5833333333333334,0.7692307692307693,0.6635071090047393,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,3,45 min,91,129,72,57,19,632,0.5581395348837209,0.7912087912087912,0.6545454545454545,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,4,60 min,91,139,76,63,15,626,0.5467625899280576,0.8351648351648352,0.6608695652173913,LSTM_Excursion,0,99
LSTM_Stability__fold0__seed42,1,15 min,92,168,86,82,6,606,0.5119047619047619,0.9347826086956522,0.6615384615384615,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,2,30 min,91,178,86,92,5,597,0.48314606741573035,0.945054945054945,0.6394052044609665,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,3,45 min,91,153,76,77,15,612,0.49673202614379086,0.8351648351648352,0.6229508196721312,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,4,60 min,91,159,77,82,14,607,0.48427672955974843,0.8461538461538461,0.616,LSTM_Stability,0,42
LSTM_Stability__fold0__seed7,1,15 min,92,124,73,51,19,637,0.5887096774193549,0.7934782608695652,0.6759259259259259,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,2,30 min,91,116,69,47,22,642,0.5948275862068966,0.7582417582417582,0.6666666666666666,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,3,45 min,91,115,67,48,24,641,0.5826086956521739,0.7362637362637363,0.6504854368932039,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,4,60 min,91,121,71,50,20,639,0.5867768595041323,0.7802197802197802,0.6698113207547169,LSTM_Stability,0,7
