model,horizon_step,horizon,MAE,RMSE,MAPE,R2,scenario,fold,seed
Raw_LSTM__fold0__seed123,2,30 min,0.2499679832703028,0.32926809320394124,5.281782562585037,0.842207313576249,Raw_LSTM,0,123
Raw_LSTM__fold0__seed123,3,45 min,0.2582471805963761,0.33509543568819167,5.429692204827668,0.8355659663753442,Raw_LSTM,0,123
Raw_LSTM__fold0__seed123,4,60 min,0.2539022248952817,0.3316293624769201,5.350900951251152,0.8393564438386313,Raw_LSTM,0,123
Raw_LSTM__fold0__seed123,overall,overall,0.2529727249542872,0.3309900885267466,5.342882356953008,0.8402733309059167,Raw_LSTM,0,123
Raw_LSTM__fold0__seed2024,1,15 min,0.24766013436439713,0.32354089089910915,5.229270219850887,0.848064415426959,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed2024,2,30 min,0.24450938398410113,0.32395206780684815,5.215445641026861,0.847261301504196,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed2024,3,45 min,0.26417777592096575,0.3388102503675655,5.524522286125915,0.8318999790482889,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed2024,4,60 min,0.24916450158143658,0.3240642081987735,5.214441328724208,0.8466020724866443,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed2024,overall,overall,0.25137794896272514,0.3276559350560251,5.295919868931968,0.8434750639457163,Raw_LSTM,0,2024
Raw_LSTM__fold0__seed99,1,15 min,0.242860674173404,0.32000078825771805,5.142560450219302,0.8513711069386288,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,2,30 min,0.25192843012932015,0.3276945012329828,5.306421819982104,0.8437119111132106,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,3,45 min,0.24106537268711972,0.3186553358350368,5.104185388650734,0.8513047567479008,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,4,60 min,0.2598784110607245,0.33363544871835554,5.424237007036235,0.8374070413815538,Raw_LSTM,0,99
Raw_LSTM__fold0__seed99,overall,overall,0.2489332220126421,0.3250530827117061,5.244351166472095,0.8459520103063105,Raw_LSTM,0,99
Raw_GRU__fold0__seed42,1,15 min,0.2938998700410892,0.3643537163138758,6.144061687876298,0.8073151566600969,Raw_GRU,0,42
Raw_GRU__fold0__seed42,2,30 min,0.2892846989509387,0.3619593667682863,6.072285161866903,0.8093190915714159,Raw_GRU,0,42
Raw_GRU__fold0__seed42,3,45 min,0.27036577782264126,0.34233919700886695,5.688376963368423,0.828379982918958,Raw_GRU,0,42
Raw_GRU__fold0__seed42,4,60 min,0.280041477509034,0.35004041135561575,5.8127007117838625,0.8210244405837499,Raw_GRU,0,42
Raw_GRU__fold0__seed42,overall,overall,0.2833979560809258,0.3547860725753322,5.929356131223871,0.8164811907133178,Raw_GRU,0,42
Raw_GRU__fold0__seed7,1,15 min,0.29185942243918395,0.3732041340007716,6.169821363241291,0.7978405540354642,Raw_GRU,0,7
Raw_GRU__fold0__seed7,2,30 min,0.28301539891805405,0.36622799338541945,6.035313330366885,0.8047951303135581,Raw_GRU,0,7
Raw_GRU__fold0__seed7,3,45 min,0.28169215603363823,0.3640392720655904,5.967795516950631,0.8059332378254789,Raw_GRU,0,7
Raw_GRU__fold0__seed7,4,60 min,0.2881365615526835,0.36887734018871854,6.091638447014665,0.8012435125997248,Raw_GRU,0,7
Raw_GRU__fold0__seed7,overall,overall,0.2861758847358899,0.36810302650383264,6.066142164393368,0.8024458154125138,Raw_GRU,0,7
Raw_GRU__fold0__seed123,1,15 min,0.27341155864030886,0.3476413409543993,5.703256134739828,0.8245861098521883,Raw_GRU,0,123
Raw_GRU__fold0__seed123,2,30 min,0.2586468271720104,0.3353130947982804,5.408147416137023,0.8363603278147702,Raw_GRU,0,123
Raw_GRU__fold0__seed123,3,45 min,0.2674534530517383,0.3450121386165804,5.526566458641643,0.8256895452318798,Raw_GRU,0,123
Raw_GRU__fold0__seed123,4,60 min,0.2708145656585693,0.3496550660396509,5.5970450893108845,0.8214182775782887,Raw_GRU,0,123
Raw_GRU__fold0__seed123,overall,overall,0.2675816011306567,0.344449348411255,5.558753774707345,0.8270190841947793,Raw_GRU,0,123
Raw_GRU__fold0__seed2024,1,15 min,0.2574314344601753,0.33622017715595925,5.484223794184608,0.8359226276243937,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,2,30 min,0.26469661322618143,0.34181675900156394,5.597174948146354,0.8299509238571989,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,3,45 min,0.2796413737443777,0.3577296260275276,5.933432912371862,0.8126021937329626,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,4,60 min,0.2781204786911989,0.3532568804092531,5.8606189694343085,0.8177201694237084,Raw_GRU,0,2024
Raw_GRU__fold0__seed2024,overall,overall,0.2699724750304834,0.34736278339633264,5.7188626560342835,0.8240804808970912,Raw_GRU,0,2024
Raw_GRU__fold0__seed99,1,15 min,0.26434037753863215,0.34305605513802756,5.601169634866341,0.8291829074078496,Raw_GRU,0,99
Raw_GRU__fold0__seed99,2,30 min,0.26960557933954094,0.34531623022970587,5.639136363394514,0.8264512240026226,Raw_GRU,0,99
Raw_GRU__fold0__seed99,3,45 min,0.27365150747543726,0.3523339055299699,5.792491506291074,0.8182126907844677,Raw_GRU,0,99
Raw_GRU__fold0__seed99,4,60 min,0.2715073594802465,0.34768098965057304,5.713860946251297,0.8234290523726107,Raw_GRU,0,99
Raw_GRU__fold0__seed99,overall,overall,0.2697762059584642,0.34711381684446246,5.686664612700807,0.8243325653597668,Raw_GRU,0,99
LSTM_Suitability__fold0__seed42,1,15 min,0.2796982034658774,0.35622703988336046,5.920246529601977,0.8158147231404032,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,2,30 min,0.282633109166072,0.3598098104966305,5.9880691061884495,0.8115771476494378,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,3,45 min,0.26307638994852706,0.34210117647946864,5.593907069377648,0.8286185468167806,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,4,60 min,0.27087766012778647,0.3458145102872252,5.69939522712144,0.8253197592211128,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed42,overall,overall,0.27407134067706573,0.3510632756881273,5.800404483072378,0.8203123377226873,LSTM_Suitability,0,42
LSTM_Suitability__fold0__seed7,1,15 min,0.2719433912741832,0.3478627857914771,5.673645015604045,0.8243625641021864,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,2,30 min,0.2571807435964926,0.33679085924499363,5.40162887061635,0.8349147907330988,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,3,45 min,0.25952210806577636,0.3393760729586128,5.445075094134096,0.8313380467485102,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,4,60 min,0.2654102093623235,0.34523806206420293,5.559420068804596,0.8259016329507183,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed7,overall,overall,0.2635141130746939,0.3423455998710383,5.5199422622897725,0.8291256177266815,LSTM_Suitability,0,7
LSTM_Suitability__fold0__seed123,1,15 min,0.2567671004319802,0.33123768741789794,5.40716930797003,0.8407495622248011,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,2,30 min,0.24828990013171465,0.32551818314581127,5.246556216357978,0.8457809304697665,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,3,45 min,0.24876512227914271,0.32469158448602287,5.226746297615316,0.8456179688142136,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,4,60 min,0.2526525190915817,0.3268469342454015,5.3036453443491345,0.8439563181508303,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed123,overall,overall,0.2516186604836048,0.32708333669959744,5.296029291573114,0.8440216593112402,LSTM_Suitability,0,123
LSTM_Suitability__fold0__seed2024,1,15 min,0.25216350682576494,0.32733015307169677,5.317654631927997,0.8444846814608775,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,2,30 min,0.24276054041202252,0.3219805907157282,5.164108107426952,0.849114690374687,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,3,45 min,0.24916385023410503,0.32574752306906524,5.254129561159306,0.8446121957750243,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,4,60 min,0.2613394631239084,0.3341044263481059,5.458687640969746,0.8369496196470592,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed2024,overall,overall,0.2513568401489502,0.3273200827930582,5.298644985371001,0.8437957803205773,LSTM_Suitability,0,2024
LSTM_Suitability__fold0__seed99,1,15 min,0.2536295194503589,0.32992829271700347,5.337844367001142,0.8420061193155437,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,2,30 min,0.25355788586689876,0.3312260275762776,5.3462914400523305,0.8403251617231052,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,3,45 min,0.2595564156923538,0.3389315207070068,5.458549532428565,0.8317796214447175,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,4,60 min,0.25964981255164515,0.33711151317689675,5.437680597687339,0.8340013609582452,LSTM_Suitability,0,99
LSTM_Suitability__fold0__seed99,overall,overall,0.25659840839031417,0.33432099385332464,5.395091484292344,0.8370423491648866,LSTM_Suitability,0,99
LSTM_Excursion__fold0__seed42,1,15 min,0.30570091847884345,0.38067376157935173,6.413859642109847,0.7896671850425258,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,2,30 min,0.2920393615380312,0.3670174912918361,6.151259352102237,0.8039525953103415,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,3,45 min,0.2635349247027666,0.33853627522571045,5.6021946233997495,0.8321717335540189,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,4,60 min,0.28281565064650316,0.3554738102304204,5.918287256321789,0.8154251279263918,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed42,overall,overall,0.2860227138415361,0.36075711741854694,6.0214002184834055,0.8102519710972549,LSTM_Excursion,0,42
LSTM_Excursion__fold0__seed7,1,15 min,0.2579124778111776,0.33470301241521105,5.45996354407625,0.8374000568682409,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,2,30 min,0.26388788958084886,0.3420424754113844,5.563212736264607,0.8297262681673663,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,3,45 min,0.2656092826403104,0.34430628314383366,5.596523906818086,0.8264020542357919,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,4,60 min,0.2606971105184311,0.33729146231413076,5.474410791494451,0.8338240944851701,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed7,overall,overall,0.262026690137692,0.3396069451099649,5.5235277446633475,0.8318485629152819,LSTM_Excursion,0,7
LSTM_Excursion__fold0__seed123,1,15 min,0.2570552389560602,0.3346880494116994,5.4633299281203405,0.8374145947065403,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,2,30 min,0.2492240571975708,0.3297575241698125,5.3168726481805715,0.8417378722569082,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,3,45 min,0.24936639406742195,0.3296719442770236,5.298546264540694,0.8408455946110184,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,4,60 min,0.24904272295878485,0.3300418440897314,5.305244056169341,0.8408907723588401,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed123,overall,overall,0.2511721032949595,0.33104656955599016,5.345998224252736,0.8402188138873745,LSTM_Excursion,0,123
LSTM_Excursion__fold0__seed2024,1,15 min,0.2660245509758974,0.34020192788155473,5.578466112968912,0.8320133815692958,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,2,30 min,0.2519376546419584,0.3286031875599792,5.3458701815888805,0.8428439456576425,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,3,45 min,0.28085290586031403,0.355720085450809,5.826762587834547,0.8147016886722245,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,4,60 min,0.27789040840589085,0.353254689810151,5.782423775035133,0.8177224301060463,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed2024,overall,overall,0.2691763799710152,0.34461683855947256,5.633380664356868,0.8268508176940972,LSTM_Excursion,0,2024
LSTM_Excursion__fold0__seed99,1,15 min,0.25517304058564017,0.3326600963147024,5.420801020508806,0.8393789114182322,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,2,30 min,0.25369439205756555,0.3324284494750477,5.419074443828805,0.8391637492699773,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,3,45 min,0.26080340671539304,0.34167074735470104,5.580867289439378,0.8290495372199929,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,4,60 min,0.257545958335583,0.3359494352542984,5.437015959652899,0.8351438367358506,LSTM_Excursion,0,99
LSTM_Excursion__fold0__seed99,overall,overall,0.25680419942354543,0.3356979059906739,5.464439678357472,0.8356972920112622,LSTM_Excursion,0,99
LSTM_Stability__fold0__seed42,1,15 min,0.30279970969909276,0.38518246836362485,6.360454036413778,0.78465530821401,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,2,30 min,0.3113721860738901,0.3989190196682956,6.5332782954110264,0.7683901320426496,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,3,45 min,0.2826470781717545,0.36546043413842505,6.004151403583171,0.8044150573019104,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,4,60 min,0.29134989194380934,0.36994767398540973,6.095802051908826,0.8000884163146283,LSTM_Stability,0,42
LSTM_Stability__fold0__seed42,overall,overall,0.2970422164721367,0.38010673783677856,6.2484214468292,0.7893513922547384,LSTM_Stability,0,42
LSTM_Stability__fold0__seed7,1,15 min,0.257242058460529,0.33692010398703565,5.422547858234307,0.8352387799583759,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,2,30 min,0.25501705508354383,0.33394660533569187,5.375871797109529,0.8376913599301287,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,3,45 min,0.26243946862832096,0.340364357561796,5.545032415377251,0.8303543079115704,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,4,60 min,0.25511597980597084,0.33273102708104807,5.348866517333523,0.8382873631503907,LSTM_Stability,0,7
LSTM_Stability__fold0__seed7,overall,overall,0.25745364049459113,0.3360034687197182,5.423079647013652,0.8353980489601261,LSTM_Stability,0,7
LSTM_Stability__fold0__seed123,1,15 min,0.25115133813711316,0.32735397506147995,5.293811133511801,0.8444620448714779,LSTM_Stability,0,123
LSTM_Stability__fold0__seed123,2,30 min,0.25293756678165535,0.3314832837020582,5.323461319257953,0.840077033382953,LSTM_Stability,0,123
LSTM_Stability__fold0__seed123,3,45 min,0.2545300280986688,0.330172553569814,5.326107269332248,0.8403618733321969,LSTM_Stability,0,123
LSTM_Stability__fold0__seed123,4,60 min,0.24932066458922164,0.32837614863344083,5.262543293949252,0.8424927433553087,LSTM_Stability,0,123
LSTM_Stability__fold0__seed123,overall,overall,0.25198489940166474,0.3293503463200679,5.301480754012814,0.8418519993349416,LSTM_Stability,0,123
LSTM_Stability__fold0__seed2024,1,15 min,0.2567914167795426,0.3348909337198884,5.399973142768312,0.8372174199019979,LSTM_Stability,0,2024
LSTM_Stability__fold0__seed2024,2,30 min,0.24538691986524142,0.325102791325418,5.2020610721299585,0.8461742754145253,LSTM_Stability,0,2024
LSTM_Stability__fold0__seed2024,3,45 min,0.26117388371932204,0.33739877997478057,5.455569726370085,0.8332976579984832,LSTM_Stability,0,2024
LSTM_Stability__fold0__seed2024,4,60 min,0.2570460221706293,0.334179701511672,5.37706999213009,0.836876139467002,LSTM_Stability,0,2024
LSTM_Stability__fold0__seed2024,overall,overall,0.25509956063368383,0.3329255817920341,5.358668483349612,0.8383998380523402,LSTM_Stability,0,2024
LSTM_Stability__fold0__seed99,1,15 min,0.2471278685423044,0.3248462227998873,5.211704659901874,0.8468359682862716,LSTM_Stability,0,99
LSTM_Stability__fold0__seed99,2,30 min,0.24542129256175116,0.32399442619848795,5.184587769517467,0.8472213561590051,LSTM_Stability,0,99
LSTM_Stability__fold0__seed99,3,45 min,0.2533688167914366,0.3320453377441147,5.305073395057854,0.8385457584120811,LSTM_Stability,0,99
LSTM_Stability__fold0__seed99,4,60 min,0.25209198466325416,0.32871424943773747,5.2882135840447955,0.8421682329085355,LSTM_Stability,0,99
LSTM_Stability__fold0__seed99,overall,overall,0.2495024906396866,0.3274158749877821,5.247394852130497,0.8437043387296563,LSTM_Stability,0,99
Full_Assessment_Guided_LSTM__fold0__seed42,1,15 min,0.282307795108893,0.3619399945174463,5.958226097068579,0.80985964604145,Full_Assessment_Guided_LSTM,0,42
Full_Assessment_Guided_LSTM__fold0__seed42,2,30 min,0.2921749319174351,0.3727889635382437,6.155395024864757,0.7977382940903263,Full_Assessment_Guided_LSTM,0,42
Full_Assessment_Guided_LSTM__fold0__seed42,3,45 min,0.259006134277735,0.3379089378289656,5.481233238245782,0.8327931582245841,Full_Assessment_Guided_LSTM,0,42
Full_Assessment_Guided_LSTM__fold0__seed42,4,60 min,0.27029409332764454,0.3490347537248735,5.694306752857441,0.8220513482231637,Full_Assessment_Guided_LSTM,0,42
Full_Assessment_Guided_LSTM__fold0__seed42,overall,overall,0.27594573865792693,0.3556613138013783,5.822290278259139,0.8155746086053942,Full_Assessment_Guided_LSTM,0,42
Full_Assessment_Guided_LSTM__fold0__seed7,1,15 min,0.27814582956754247,0.35644185389941757,5.841914599994921,0.8155925192978098,Full_Assessment_Guided_LSTM,0,7
Full_Assessment_Guided_LSTM__fold0__seed7,2,30 min,0.2852877615415133,0.36433129257542324,5.955988917027734,0.8068118329580063,Full_Assessment_Guided_LSTM,0,7
Full_Assessment_Guided_LSTM__fold0__seed7,3,45 min,0.2734381301586445,0.3551202287041753,5.709150059339402,0.8153261050468873,Full_Assessment_Guided_LSTM,0,7
Full_Assessment_Guided_LSTM__fold0__seed7,4,60 min,0.2661560051624592,0.34603616957625477,5.556889368320981,0.8250957552768703,Full_Assessment_Guided_LSTM,0,7
Full_Assessment_Guided_LSTM__fold0__seed7,overall,overall,0.27575693160753983,0.3555416619226377,5.76598573617076,0.8156986768233221,Full_Assessment_Guided_LSTM,0,7
Full_Assessment_Guided_LSTM__fold0__seed123,1,15 min,0.2507693995206784,0.3318768114429141,5.3167593318581625,0.8401344210268398,Full_Assessment_Guided_LSTM,0,123
Full_Assessment_Guided_LSTM__fold0__seed123,2,30 min,0.2594251657999479,0.3383505477949009,5.483145391771173,0.8333822211525435,Full_Assessment_Guided_LSTM,0,123
Full_Assessment_Guided_LSTM__fold0__seed123,3,45 min,0.2547109085596525,0.33256131038783543,5.366608509332061,0.8380435938706919,Full_Assessment_Guided_LSTM,0,123
Full_Assessment_Guided_LSTM__fold0__seed123,4,60 min,0.2470921973204001,0.32709008635678044,5.221612145381127,0.8437240598059651,Full_Assessment_Guided_LSTM,0,123
Full_Assessment_Guided_LSTM__fold0__seed123,overall,overall,0.25299941780016977,0.33249370705563186,5.3470313445856315,0.8388188251432276,Full_Assessment_Guided_LSTM,0,123
Full_Assessment_Guided_LSTM__fold0__seed2024,1,15 min,0.24696692392153619,0.32769033430388944,5.262534367325811,0.8441422472783464,Full_Assessment_Guided_LSTM,0,2024
Full_Assessment_Guided_LSTM__fold0__seed2024,2,30 min,0.243654078801473,0.3238396258320683,5.192449912732569,0.8473673126215708,Full_Assessment_Guided_LSTM,0,2024
Full_Assessment_Guided_LSTM__fold0__seed2024,3,45 min,0.2584537154466678,0.33713927297391,5.479619143940332,0.8335539943619161,Full_Assessment_Guided_LSTM,0,2024
