scenario,horizon,recall_mean,recall_sd,recall_ci_low,recall_ci_high,n_seeds
PatchTST_lite,15 min,0.8782608695652174,0.0611986446098228,0.8022727158143335,0.9542490233161014,5
PatchTST_lite,30 min,0.8571428571428571,0.0818662880535788,0.7554924346001493,0.9587932796855649,5
PatchTST_lite,45 min,0.843956043956044,0.05731166949628703,0.7727942072655514,0.9151178806465365,5
PatchTST_lite,60 min,0.8769230769230768,0.06379307812615383,0.7977135084792314,0.9561326453669222,5
