scenario,horizon,RMSE_fold0,RMSE_fold1,RMSE_fold2
PatchTST_lite,15 min,0.37004524777000736,0.4664050479318929,0.3379797569845036
PatchTST_lite,30 min,0.36732355638162606,0.48899460591098837,0.3280647518455939
PatchTST_lite,45 min,0.3662619190775097,0.49265563194433726,0.3355921869992056
PatchTST_lite,60 min,0.37172582620631767,0.49768706934501317,0.3563366110248516
